6.986	7.377
21.818	22.203
26.003	26.667
42.791	43.391
115.052	115.257
152.999	153.645
171.360	171.780
191.207	191.720
207.641	208.108
236.033	236.401
258.725	259.296
370.634	371.141
387.073	387.615
390.922	391.383
392.478	392.991
397.575	397.826
399.479	399.893
401.400	401.733
403.652	404.020
404.599	405.024
406.491	406.969
408.772	409.192
409.603	409.854
451.503	451.964
455.363	455.859
506.482	506.867
532.361	532.688
537.127	537.854
547.668	548.419
550.983	552.018
562.953	563.686
565.658	566.618
566.802	567.355
573.332	573.973
576.827	577.311
581.570	582.268
584.199	585.356
585.784	586.268
592.913	593.524
633.878	634.432
