9.709	10.233
17.447	17.779
20.779	21.297
66.087	66.448
72.472	74.099
74.405	76.032
77.139	77.327
79.334	79.608
93.266	93.854
96.267	96.658
98.194	98.527
106.402	106.903
110.013	110.363
128.688	128.910
139.943	140.404
178.111	178.514
187.927	188.220
198.359	198.738
334.840	335.399
357.561	357.824
372.004	372.493
394.695	395.080
423.685	424.297
483.506	483.752
591.763	592.212
600.320	601.007
633.518	633.938
655.752	656.154
658.991	659.573
711.108	711.568
721.464	721.866
799.651	799.920
802.345	802.678
843.874	844.166
865.654	865.975
895.503	895.703
901.871	902.042
918.642	918.981
928.174	928.588
937.375	938.416
938.809	940.030
953.013	953.306
963.352	963.818
1118.351	1119.241
1290.498	1290.837
1309.387	1309.726
1311.053	1311.502
1329.211	1329.759
1412.519	1412.788
1424.402	1424.961
1431.455	1431.846
1473.059	1473.508
1478.017	1478.593
1550.260	1550.860
1631.837	1632.936
1664.705	1665.078
