2.435	2.739
3.729	3.969
5.593	5.839
23.420	23.666
43.064	43.292
98.595	99.258
99.459	99.740
102.455	102.828
108.707	109.127
356.795	357.580
376.549	377.160
624.631	624.888
656.942	657.170
666.096	666.551
669.585	669.976
675.349	675.694
678.728	679.084
682.373	682.805
730.677	731.276
736.046	736.623
737.933	738.219
739.692	740.019
765.437	766.263
769.471	769.816
780.837	781.130
810.913	811.304
829.988	830.240
876.713	876.958
882.773	883.181
892.903	893.148
950.535	950.815
967.938	968.178
968.292	968.619
970.045	970.430
978.462	978.772
985.742	986.400
996.928	997.325
1004.469	1004.987
1005.148	1005.585
1019.260	1019.511
1044.012	1044.345
1062.925	1063.328
1108.366	1108.664
1123.221	1123.514
1166.550	1166.976
1171.490	1171.747
1188.435	1188.721
1218.992	1219.215
1563.286	1564.919
45.152	45.250
